t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,yaw_deg,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
24.376,516.0,-13.0,-0.013224887661635876,-0.49046218395233154,1,0,127,1.000,-24.10,-0.1612,-0.0962,-0.1078,-0.1536,-0.0905,-0.2168,-0.2010,-0.2437
24.426,540.0,30.0,0.03078434430062771,-0.5133936405181885,1,0,127,1.000,-21.89,-0.1275,-0.1743,-0.0534,-0.2093,-0.0994,-0.2254,-0.2098,-0.2523
24.477,569.0,22.0,0.022830374538898468,-0.5409578084945679,1,0,127,0.980,-23.70,-0.0902,-0.2558,0.0203,-0.2705,-0.1058,-0.2387,-0.2162,-0.2656
24.527,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-26.20,-0.0919,-0.2254,0.0170,-0.2428,-0.1090,-0.2502,-0.2195,-0.2771
24.576,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.970,-24.86,-0.0969,-0.1297,-0.0334,-0.1584,-0.1139,-0.2614,-0.2243,-0.2883
24.627,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.970,-20.32,-0.0817,-0.0941,-0.0440,-0.1166,-0.1171,-0.2648,-0.2275,-0.2917
24.676,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-16.25,-0.0313,-0.1217,0.0041,-0.1256,-0.1204,-0.2686,-0.2308,-0.2955
24.726,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-17.17,0.0237,-0.2026,0.0824,-0.1866,-0.1192,-0.2762,-0.2296,-0.3031
24.777,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.030,-20.65,0.0281,-0.2073,0.0994,-0.1841,-0.1170,-0.2861,-0.2274,-0.3130
24.827,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.010,-20.35,-0.0549,-0.1275,-0.0071,-0.1386,-0.1167,-0.3003,-0.2272,-0.3272
24.877,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.010,-15.32,-0.0858,-0.0986,-0.0567,-0.1178,-0.1206,-0.3089,-0.2310,-0.3358
24.927,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-9.23,-0.0229,-0.1197,-0.0034,-0.1218,-0.1264,-0.3197,-0.2369,-0.3466
24.977,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-10.10,0.0574,-0.1868,0.0893,-0.1738,-0.1256,-0.3273,-0.2360,-0.3542
25.027,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,0.980,-16.28,0.0962,-0.1764,0.1418,-0.1424,-0.1172,-0.3400,-0.2277,-0.3669
25.076,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.020,-19.80,0.0608,-0.1202,0.0980,-0.0925,-0.1116,-0.3466,-0.2221,-0.3734
25.126,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.020,-16.36,-0.0123,0.0031,-0.0126,-0.0005,-0.1093,-0.3504,-0.2198,-0.3773
25.176,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.000,-6.69,-0.0289,0.0270,-0.0318,0.0234,-0.1121,-0.3494,-0.2225,-0.3763
25.227,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.000,-0.39,0.0585,-0.0289,0.0587,-0.0285,-0.1106,-0.3516,-0.2210,-0.3785
25.277,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.010,5.52,0.1516,-0.0033,0.1506,-0.0179,-0.1024,-0.3552,-0.2128,-0.3821
25.327,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.010,10.13,0.2200,0.0691,0.2288,0.0293,-0.0882,-0.3559,-0.1987,-0.3828
25.377,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.040,15.19,0.2657,0.1534,0.2966,0.0784,-0.0706,-0.3512,-0.1810,-0.3781
25.427,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.040,20.13,0.2885,0.2312,0.3505,0.1178,-0.0520,-0.3446,-0.1625,-0.3715
25.477,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.040,24.91,0.3024,0.2981,0.3998,0.1430,-0.0332,-0.3352,-0.1437,-0.3621
25.526,604.0,-6.0,-0.006318724248558283,-0.5742838978767395,1,0,127,1.040,24.91,0.3219,0.3655,0.4459,0.1959,-0.0105,-0.3207,-0.1209,-0.3476
25.576,0.0,0.0,nan,nan,0,0,0,1.040,34.13,0.3439,0.4178,0.5191,0.1529,0.0111,-0.3062,-0.0993,-0.3331
25.627,0.0,0.0,nan,nan,0,0,0,1.040,38.63,0.3626,0.4592,0.5699,0.1323,0.0302,-0.2936,-0.0802,-0.3205
25.677,0.0,0.0,nan,nan,0,0,0,1.020,43.09,0.3790,0.5138,0.6278,0.1162,0.0555,-0.2748,-0.0549,-0.3017
25.727,0.0,0.0,nan,nan,0,0,0,1.020,47.57,0.3759,0.5629,0.6691,0.1023,0.0808,-0.2532,-0.0296,-0.2801
25.777,0.0,0.0,nan,nan,0,0,0,1.020,52.07,0.3443,0.5947,0.6808,0.0940,0.1020,-0.2320,-0.0084,-0.2589
25.826,0.0,0.0,nan,nan,0,0,0,1.020,56.52,0.2858,0.5987,0.6570,0.0919,0.1149,-0.2130,0.0044,-0.2399
25.877,0.0,0.0,nan,nan,0,0,0,1.020,60.86,0.2107,0.5741,0.6041,0.0955,0.1191,-0.1973,0.0086,-0.2242
25.927,0.0,0.0,nan,nan,0,0,0,1.020,65.05,0.1353,0.5312,0.5387,0.1014,0.1196,-0.1824,0.0091,-0.2093
25.977,0.0,0.0,nan,nan,0,0,0,0.970,69.07,0.0636,0.4775,0.4687,0.1112,0.1171,-0.1686,0.0066,-0.1955
26.027,0.0,0.0,nan,nan,0,0,0,0.970,72.95,-0.0042,0.4157,0.3962,0.1258,0.1110,-0.1593,0.0005,-0.1862
26.076,0.0,0.0,nan,nan,0,0,0,1.020,76.72,-0.0688,0.3520,0.3268,0.1478,0.1035,-0.1528,-0.0070,-0.1797
26.127,0.0,0.0,nan,nan,0,0,0,1.020,80.47,-0.1346,0.2921,0.2657,0.1811,0.0945,-0.1458,-0.0160,-0.1726
26.177,0.0,0.0,nan,nan,0,0,0,1.040,84.25,-0.2057,0.2305,0.2087,0.2278,0.0838,-0.1383,-0.0267,-0.1652
26.227,0.0,0.0,nan,nan,0,0,0,1.040,88.06,-0.2822,0.1585,0.1488,0.2875,0.0706,-0.1329,-0.0399,-0.1598
26.276,0.0,0.0,nan,nan,0,0,0,0.970,91.82,-0.3578,0.0734,0.0847,0.3553,0.0554,-0.1305,-0.0551,-0.1574
26.326,0.0,0.0,nan,nan,0,0,0,0.970,95.45,-0.4250,-0.0204,0.0200,0.4250,0.0387,-0.1307,-0.0718,-0.1576
26.377,0.0,0.0,nan,nan,0,0,0,1.040,98.55,-0.4801,-0.1188,-0.0462,0.4925,0.0213,-0.1350,-0.0891,-0.1618
26.427,0.0,0.0,nan,nan,0,0,0,1.040,102.13,-0.5225,-0.2148,-0.1002,0.5560,0.0041,-0.1432,-0.1064,-0.1701
26.477,0.0,0.0,nan,nan,0,0,0,1.040,105.23,-0.5518,-0.3010,-0.1455,0.6115,-0.0121,-0.1547,-0.1225,-0.1816
26.527,0.0,0.0,nan,nan,0,0,0,1.040,107.84,-0.5715,-0.3682,-0.1754,0.6568,-0.0267,-0.1676,-0.1371,-0.1945
26.577,0.0,0.0,nan,nan,0,0,0,1.040,110.89,-0.5887,-0.4181,-0.1807,0.6991,-0.0412,-0.1806,-0.1516,-0.2074
26.627,0.0,0.0,nan,nan,0,0,0,1.040,113.59,-0.6061,-0.4572,-0.1764,0.7385,-0.0569,-0.1939,-0.1674,-0.2208
26.677,0.0,0.0,nan,nan,0,0,0,0.960,116.22,-0.6254,-0.4913,-0.1644,0.7781,-0.0754,-0.2079,-0.1858,-0.2348
26.727,0.0,0.0,nan,nan,0,0,0,0.960,118.50,-0.6431,-0.5252,-0.1547,0.8158,-0.0966,-0.2237,-0.2071,-0.2506
26.777,0.0,0.0,nan,nan,0,0,0,0.950,120.98,-0.6515,-0.5565,-0.1417,0.8450,-0.1192,-0.2417,-0.2296,-0.2686
26.827,0.0,0.0,nan,nan,0,0,0,0.950,123.68,-0.6476,-0.5816,-0.1249,0.8615,-0.1421,-0.2620,-0.2525,-0.2889
26.877,0.0,0.0,nan,nan,0,0,0,0.950,125.86,-0.6266,-0.5939,-0.1143,0.8558,-0.1627,-0.2842,-0.2732,-0.3111
26.927,0.0,0.0,nan,nan,0,0,0,0.950,125.86,-0.5926,-0.5874,-0.1289,0.8244,-0.1815,-0.3069,-0.2919,-0.3338
26.977,0.0,0.0,nan,nan,0,0,0,0.970,130.70,-0.5533,-0.5616,-0.0649,0.7857,-0.1992,-0.3285,-0.3097,-0.3554
27.027,0.0,0.0,nan,nan,0,0,0,0.970,133.05,-0.5123,-0.5201,-0.0304,0.7294,-0.2162,-0.3483,-0.3266,-0.3752
27.076,0.0,0.0,nan,nan,0,0,0,0.970,135.30,-0.4697,-0.4685,0.0043,0.6634,-0.2318,-0.3653,-0.3422,-0.3922
27.126,0.0,0.0,nan,nan,0,0,0,0.970,137.49,-0.4247,-0.4159,0.0321,0.5936,-0.2462,-0.3808,-0.3567,-0.4077
27.177,0.0,0.0,nan,nan,0,0,0,0.970,139.65,-0.3761,-0.3659,0.0497,0.5224,-0.2597,-0.3957,-0.3701,-0.4226
27.227,0.0,0.0,nan,nan,0,0,0,0.970,141.85,-0.3197,-0.3142,0.0573,0.4445,-0.2708,-0.4093,-0.3812,-0.4362
27.277,0.0,0.0,nan,nan,0,0,0,0.980,144.05,-0.2570,-0.2607,0.0550,0.3619,-0.2792,-0.4217,-0.3897,-0.4486
27.327,0.0,0.0,nan,nan,0,0,0,0.980,146.30,-0.1889,-0.2012,0.0455,0.2722,-0.2846,-0.4333,-0.3950,-0.4602
27.377,0.0,0.0,nan,nan,0,0,0,1.020,146.30,-0.1200,-0.1328,0.0262,0.1771,-0.2869,-0.4423,-0.3974,-0.4692
27.427,0.0,0.0,nan,nan,0,0,0,1.020,150.77,-0.0559,-0.0587,0.0201,0.0785,-0.2873,-0.4493,-0.3977,-0.4762
27.476,0.0,0.0,nan,nan,0,0,0,1.000,152.89,0.0011,0.0171,0.0068,-0.0157,-0.2857,-0.4537,-0.3962,-0.4806
27.526,0.0,0.0,nan,nan,0,0,0,1.000,152.89,0.0409,0.0759,-0.0018,-0.0862,-0.2833,-0.4548,-0.3937,-0.4817
27.577,0.0,0.0,nan,nan,0,0,0,1.040,156.81,0.0913,0.1550,-0.0229,-0.1785,-0.2775,-0.4538,-0.3879,-0.4807
27.627,0.0,0.0,nan,nan,0,0,0,1.040,158.68,0.1272,0.2102,-0.0420,-0.2421,-0.2707,-0.4507,-0.3811,-0.4776
27.676,0.0,0.0,nan,nan,0,0,0,1.030,158.68,0.1535,0.2486,-0.0526,-0.2874,-0.2637,-0.4467,-0.3741,-0.4736
27.727,0.0,0.0,nan,nan,0,0,0,1.030,162.28,0.1837,0.2918,-0.0862,-0.3339,-0.2530,-0.4404,-0.3634,-0.4673
27.777,0.0,0.0,nan,nan,0,0,0,1.030,162.28,0.2088,0.3316,-0.0979,-0.3794,-0.2407,-0.4325,-0.3511,-0.4594
27.827,0.0,0.0,nan,nan,0,0,0,1.030,166.02,0.2256,0.3702,-0.1295,-0.4138,-0.2271,-0.4222,-0.3376,-0.4491
27.876,0.0,0.0,nan,nan,0,0,0,1.030,167.82,0.2323,0.4131,-0.1399,-0.4528,-0.2089,-0.4060,-0.3194,-0.4329
27.926,0.0,0.0,nan,nan,0,0,0,1.030,169.51,0.2255,0.4362,-0.1424,-0.4700,-0.1968,-0.3930,-0.3072,-0.4198
27.977,0.0,0.0,nan,nan,0,0,0,1.010,171.12,0.2041,0.4546,-0.1314,-0.4806,-0.1824,-0.3746,-0.2929,-0.4015
28.027,0.0,0.0,nan,nan,0,0,0,1.010,171.12,0.1714,0.4581,-0.0986,-0.4791,-0.1686,-0.3550,-0.2790,-0.3819
28.077,0.0,0.0,nan,nan,0,0,0,0.970,174.15,0.1304,0.4471,-0.0841,-0.4581,-0.1558,-0.3346,-0.2663,-0.3615
28.127,0.0,0.0,nan,nan,0,0,0,0.970,174.15,0.0831,0.4229,-0.0395,-0.4292,-0.1455,-0.3156,-0.2560,-0.3425
28.177,0.0,0.0,nan,nan,0,0,0,0.970,177.12,0.0333,0.3926,-0.0135,-0.3938,-0.1363,-0.2965,-0.2468,-0.3234
28.227,0.0,0.0,nan,nan,0,0,0,0.970,177.12,-0.0183,0.3591,0.0364,-0.3577,-0.1283,-0.2772,-0.2387,-0.3041
28.276,0.0,0.0,nan,nan,0,0,0,1.030,179.95,-0.0739,0.3213,0.0742,-0.3212,-0.1224,-0.2594,-0.2328,-0.2863
28.327,0.0,0.0,nan,nan,0,0,0,1.030,179.95,-0.1333,0.2793,0.1336,-0.2792,-0.1191,-0.2428,-0.2296,-0.2697
28.377,0.0,0.0,nan,nan,0,0,0,1.010,-177.46,-0.1965,0.2306,0.1860,-0.2391,-0.1184,-0.2279,-0.2288,-0.2548
28.427,0.0,0.0,nan,nan,0,0,0,1.010,-176.20,-0.2635,0.1726,0.2515,-0.1896,-0.1210,-0.2151,-0.2314,-0.2420
28.477,0.0,0.0,nan,nan,0,0,0,1.020,-176.20,-0.3310,0.1058,0.3233,-0.1275,-0.1271,-0.2059,-0.2375,-0.2328
28.527,0.0,0.0,nan,nan,0,0,0,1.020,-174.94,-0.3953,0.0335,0.3908,-0.0682,-0.1357,-0.2004,-0.2461,-0.2273
28.577,0.0,0.0,nan,nan,0,0,0,1.040,-172.32,-0.4550,-0.0406,0.4563,-0.0206,-0.1470,-0.1987,-0.2574,-0.2256
28.627,0.0,0.0,nan,nan,0,0,0,1.040,-172.32,-0.5068,-0.1118,0.5172,0.0430,-0.1600,-0.2008,-0.2705,-0.2277
28.677,0.0,0.0,nan,nan,0,0,0,1.030,-169.73,-0.5514,-0.1752,0.5738,0.0740,-0.1750,-0.2048,-0.2854,-0.2317
28.726,0.0,0.0,nan,nan,0,0,0,1.030,-169.73,-0.5865,-0.2318,0.6184,0.1235,-0.1906,-0.2120,-0.3011,-0.2389
28.777,0.0,0.0,nan,nan,0,0,0,1.020,-167.42,-0.6133,-0.2811,0.6597,0.1408,-0.2074,-0.2212,-0.3179,-0.2481
28.827,0.0,0.0,nan,nan,0,0,0,1.020,-166.37,-0.6333,-0.3265,0.6924,0.1681,-0.2258,-0.2334,-0.3362,-0.2602
28.877,0.0,0.0,nan,nan,0,0,0,0.960,-166.37,-0.6445,-0.3700,0.7135,0.2077,-0.2447,-0.2485,-0.3552,-0.2754
28.926,0.0,0.0,nan,nan,0,0,0,0.960,-165.38,-0.6470,-0.4096,0.7295,0.2330,-0.2640,-0.2662,-0.3745,-0.2931
28.977,0.0,0.0,nan,nan,0,0,0,0.980,-163.47,-0.6410,-0.4430,0.7405,0.2423,-0.2841,-0.2867,-0.3946,-0.3136
29.027,0.0,0.0,nan,nan,0,0,0,0.980,-162.57,-0.6261,-0.4661,0.7370,0.2571,-0.3042,-0.3089,-0.4147,-0.3358
29.076,0.0,0.0,nan,nan,0,0,0,0.950,-161.73,-0.6001,-0.4745,0.7186,0.2625,-0.3229,-0.3320,-0.4333,-0.3589
29.126,0.0,0.0,nan,nan,0,0,0,0.950,-161.73,-0.5631,-0.4677,0.6813,0.2676,-0.3398,-0.3551,-0.4503,-0.3820
29.177,0.0,0.0,nan,nan,0,0,0,0.980,-160.39,-0.5181,-0.4473,0.6381,0.2474,-0.3552,-0.3777,-0.4657,-0.4046
29.227,0.0,0.0,nan,nan,0,0,0,0.980,-160.39,-0.4661,-0.4165,0.5789,0.2359,-0.3689,-0.3993,-0.4793,-0.4261
29.277,0.0,0.0,nan,nan,0,0,0,0.980,-159.73,-0.4106,-0.3794,0.5166,0.2137,-0.3818,-0.4206,-0.4922,-0.4475
29.327,0.0,0.0,nan,nan,0,0,0,0.980,-159.20,-0.3443,-0.3250,0.4373,0.1816,-0.3925,-0.4412,-0.5030,-0.4681
29.377,0.0,0.0,nan,nan,0,0,0,0.970,-157.11,-0.2659,-0.2625,0.3471,0.1384,-0.4003,-0.4600,-0.5108,-0.4869
29.427,0.0,0.0,nan,nan,0,0,0,0.970,-157.11,-0.2137,-0.2023,0.2756,0.1033,-0.4047,-0.4758,-0.5151,-0.5027
29.476,0.0,0.0,nan,nan,0,0,0,0.970,-155.33,-0.1901,-0.1365,0.2298,0.0446,-0.4075,-0.4889,-0.5180,-0.5158
29.527,0.0,0.0,nan,nan,0,0,0,0.970,-153.99,-0.1589,-0.1138,0.1927,0.0326,-0.4093,-0.4997,-0.5198,-0.5266
29.577,0.0,0.0,nan,nan,0,0,0,1.000,-153.95,-0.0691,-0.1382,0.1228,0.0938,-0.4089,-0.5114,-0.5193,-0.5383
29.627,0.0,0.0,nan,nan,0,0,0,1.000,-153.95,-0.0574,0.0043,0.0496,-0.0290,-0.4045,-0.5192,-0.5149,-0.5460
29.677,0.0,0.0,nan,nan,0,0,0,0.970,-154.36,0.0015,0.0463,-0.0214,-0.0411,-0.3985,-0.5230,-0.5090,-0.5499
29.727,0.0,0.0,nan,nan,0,0,0,0.970,-155.66,0.0336,0.0927,-0.0689,-0.0706,-0.3910,-0.5238,-0.5014,-0.5507
29.777,0.0,0.0,nan,nan,0,0,0,1.040,-155.66,0.0668,0.1218,-0.1111,-0.0835,-0.3848,-0.5207,-0.4953,-0.5476
29.826,0.0,0.0,nan,nan,0,0,0,1.040,-156.06,0.0863,0.1415,-0.1363,-0.0943,-0.3784,-0.5180,-0.4889,-0.5449
29.876,0.0,0.0,nan,nan,0,0,0,1.000,-156.43,0.0937,0.1543,-0.1476,-0.1039,-0.3715,-0.5150,-0.4820,-0.5419
29.927,0.0,0.0,nan,nan,0,0,0,1.000,-156.88,0.0969,0.1664,-0.1545,-0.1150,-0.3634,-0.5123,-0.4738,-0.5392
29.977,0.0,0.0,nan,nan,0,0,0,0.980,-156.88,0.0992,0.1776,-0.1610,-0.1244,-0.3542,-0.5085,-0.4647,-0.5354
30.026,0.0,0.0,nan,nan,0,0,0,0.980,-157.02,0.1006,0.1886,-0.1662,-0.1343,-0.3448,-0.5032,-0.4553,-0.5301
30.076,0.0,0.0,nan,nan,0,0,0,0.960,-157.29,0.1001,0.1974,-0.1686,-0.1434,-0.3351,-0.4961,-0.4455,-0.5230
30.127,0.0,0.0,nan,nan,0,0,0,0.960,-157.61,0.0985,0.1987,-0.1668,-0.1462,-0.3250,-0.4880,-0.4354,-0.5149
30.177,0.0,0.0,nan,nan,0,0,0,0.940,-157.99,0.0946,0.1874,-0.1579,-0.1383,-0.3152,-0.4796,-0.4257,-0.5065
30.227,0.0,0.0,nan,nan,0,0,0,0.940,-158.40,0.0849,0.1664,-0.1402,-0.1235,-0.3057,-0.4721,-0.4161,-0.4990
30.276,0.0,0.0,nan,nan,0,0,0,1.000,-158.67,0.0721,0.1409,-0.1184,-0.1050,-0.2975,-0.4668,-0.4079,-0.4937
30.326,0.0,0.0,nan,nan,0,0,0,1.000,-158.63,0.0581,0.1227,-0.0988,-0.0931,-0.2900,-0.4629,-0.4004,-0.4898
30.377,0.0,0.0,nan,nan,0,0,0,0.970,-158.37,0.0489,0.1121,-0.0867,-0.0862,-0.2830,-0.4597,-0.3935,-0.4865
30.427,0.0,0.0,nan,nan,0,0,0,0.970,-158.08,0.0427,0.1134,-0.0819,-0.0892,-0.2765,-0.4563,-0.3869,-0.4832
30.477,0.0,0.0,nan,nan,0,0,0,0.970,-157.91,0.0397,0.1214,-0.0825,-0.0976,-0.2719,-0.4534,-0.3823,-0.4803
30.527,0.0,0.0,nan,nan,0,0,0,0.970,-157.88,0.0373,0.1411,-0.0877,-0.1167,-0.2642,-0.4476,-0.3746,-0.4745
30.577,0.0,0.0,nan,nan,0,0,0,0.970,-158.16,0.0380,0.1573,-0.0938,-0.1319,-0.2586,-0.4418,-0.3690,-0.4687
30.627,0.0,0.0,nan,nan,0,0,0,0.970,-158.76,0.0367,0.1737,-0.0971,-0.1487,-0.2534,-0.4355,-0.3639,-0.4624
30.676,0.0,0.0,nan,nan,0,0,0,1.000,-159.71,0.0369,0.1846,-0.0986,-0.1604,-0.2487,-0.4291,-0.3591,-0.4560
30.726,0.0,0.0,nan,nan,0,0,0,1.000,-161.12,0.0308,0.1928,-0.0915,-0.1724,-0.2440,-0.4220,-0.3544,-0.4489
30.777,0.0,0.0,nan,nan,0,0,0,0.960,-163.00,0.0156,0.1996,-0.0733,-0.1863,-0.2401,-0.4146,-0.3505,-0.4415
30.827,0.0,0.0,nan,nan,0,0,0,0.960,-165.48,0.0204,0.2011,-0.0701,-0.1895,-0.2366,-0.4082,-0.3470,-0.4351
30.877,0.0,0.0,nan,nan,0,0,0,0.940,-168.37,0.0341,0.2084,-0.0754,-0.1972,-0.2316,-0.3992,-0.3421,-0.4261
30.927,0.0,0.0,nan,nan,0,0,0,0.940,-171.25,0.0432,0.2157,-0.0755,-0.2066,-0.2255,-0.3891,-0.3359,-0.4159
30.976,0.0,0.0,nan,nan,0,0,0,0.950,-173.75,0.0478,0.2180,-0.0712,-0.2115,-0.2176,-0.3757,-0.3281,-0.4026
31.027,0.0,0.0,nan,nan,0,0,0,0.950,-176.97,0.0502,0.2241,-0.0620,-0.2211,-0.2127,-0.3658,-0.3231,-0.3927
31.076,0.0,0.0,nan,nan,0,0,0,0.970,179.91,0.0503,0.2248,-0.0500,-0.2249,-0.2061,-0.3519,-0.3165,-0.3788
31.126,0.0,0.0,nan,nan,0,0,0,0.970,176.99,0.0540,0.2197,-0.0424,-0.2222,-0.2013,-0.3435,-0.3118,-0.3703
31.177,0.0,0.0,nan,nan,0,0,0,0.970,174.06,0.0608,0.2161,-0.0381,-0.2212,-0.1940,-0.3319,-0.3044,-0.3588
31.227,0.0,0.0,nan,nan,0,0,0,0.970,172.92,0.0583,0.2215,-0.0306,-0.2270,-0.1875,-0.3203,-0.2979,-0.3472
31.277,0.0,0.0,nan,nan,0,0,0,0.910,172.33,0.0492,0.2318,-0.0178,-0.2363,-0.1815,-0.3071,-0.2919,-0.3340
31.326,0.0,0.0,nan,nan,0,0,0,0.910,171.76,0.0420,0.2425,-0.0068,-0.2461,-0.1757,-0.2930,-0.2861,-0.3199
31.377,0.0,0.0,nan,nan,0,0,0,0.950,171.13,0.0369,0.2466,0.0016,-0.2494,-0.1700,-0.2794,-0.2804,-0.3063
31.427,0.0,0.0,nan,nan,0,0,0,0.950,170.45,0.0340,0.2403,0.0063,-0.2426,-0.1647,-0.2675,-0.2751,-0.2943
31.477,0.0,0.0,nan,nan,0,0,0,0.970,169.76,0.0314,0.2242,0.0090,-0.2263,-0.1594,-0.2577,-0.2699,-0.2846
31.526,0.0,0.0,nan,nan,0,0,0,0.970,169.05,0.0262,0.2015,0.0126,-0.2028,-0.1550,-0.2504,-0.2654,-0.2773
31.577,0.0,0.0,nan,nan,0,0,0,0.980,168.34,0.0182,0.1776,0.0181,-0.1776,-0.1513,-0.2447,-0.2618,-0.2716
31.627,0.0,0.0,nan,nan,0,0,0,0.980,167.63,0.0064,0.1576,0.0275,-0.1553,-0.1491,-0.2400,-0.2596,-0.2669
31.677,0.0,0.0,nan,nan,0,0,0,0.980,166.93,-0.0127,0.1420,0.0444,-0.1354,-0.1482,-0.2354,-0.2586,-0.2623
31.727,0.0,0.0,nan,nan,0,0,0,0.980,166.08,-0.0414,0.1261,0.0706,-0.1124,-0.1496,-0.2303,-0.2600,-0.2572
31.777,0.0,0.0,nan,nan,0,0,0,0.950,164.61,-0.0619,0.1076,0.0882,-0.0873,-0.1525,-0.2259,-0.2629,-0.2528
31.827,0.0,0.0,nan,nan,0,0,0,0.950,162.49,-0.0670,0.0942,0.0922,-0.0697,-0.1562,-0.2229,-0.2667,-0.2498
31.876,0.0,0.0,nan,nan,0,0,0,0.950,160.08,-0.0632,0.0799,0.0867,-0.0536,-0.1598,-0.2214,-0.2703,-0.2483
31.926,0.0,0.0,nan,nan,0,0,0,0.950,157.64,-0.0575,0.0610,0.0764,-0.0345,-0.1617,-0.2214,-0.2722,-0.2483
31.977,0.0,0.0,nan,nan,0,0,0,0.960,155.18,-0.0526,0.0408,0.0649,-0.0149,-0.1630,-0.2227,-0.2734,-0.2496
32.027,0.0,0.0,nan,nan,0,0,0,0.960,152.74,-0.0485,0.0228,0.0536,0.0020,-0.1625,-0.2251,-0.2730,-0.2520
32.077,0.0,0.0,nan,nan,0,0,0,0.960,150.31,-0.0421,0.0134,0.0432,0.0092,-0.1593,-0.2259,-0.2697,-0.2528
32.127,0.0,0.0,nan,nan,0,0,0,0.960,147.91,-0.0332,0.0139,0.0355,0.0059,-0.1553,-0.2256,-0.2657,-0.2525
32.177,0.0,0.0,nan,nan,0,0,0,0.970,145.51,-0.0221,0.0211,0.0301,-0.0049,-0.1524,-0.2247,-0.2629,-0.2516
32.227,0.0,0.0,nan,nan,0,0,0,0.970,143.08,-0.0077,0.0325,0.0257,-0.0214,-0.1506,-0.2225,-0.2610,-0.2494
32.277,0.0,0.0,nan,nan,0,0,0,0.970,140.62,0.0108,0.0445,0.0198,-0.0412,-0.1482,-0.2189,-0.2587,-0.2458
32.326,0.0,0.0,nan,nan,0,0,0,0.970,138.38,0.0320,0.0550,0.0126,-0.0624,-0.1446,-0.2138,-0.2550,-0.2407
32.377,0.0,0.0,nan,nan,0,0,0,0.970,135.64,0.0385,0.0659,0.0185,-0.0740,-0.1419,-0.2113,-0.2523,-0.2382
32.427,0.0,0.0,nan,nan,0,0,0,0.970,133.52,0.0519,0.0697,0.0148,-0.0857,-0.1398,-0.2108,-0.2503,-0.2377
32.477,0.0,0.0,nan,nan,0,0,0,0.970,131.02,0.0735,0.0755,0.0087,-0.1050,-0.1367,-0.2103,-0.2471,-0.2371
32.527,0.0,0.0,nan,nan,0,0,0,0.970,128.76,0.0900,0.0931,0.0162,-0.1284,-0.1325,-0.2103,-0.2429,-0.2372
32.577,0.0,0.0,nan,nan,0,0,0,0.960,126.93,0.0695,0.1790,0.1013,-0.1632,-0.1291,-0.2066,-0.2395,-0.2335
32.626,0.0,0.0,nan,nan,0,0,0,0.960,126.34,0.1304,0.1416,0.0367,-0.1890,-0.1244,-0.2027,-0.2349,-0.2296
32.676,0.0,0.0,nan,nan,0,0,0,0.960,125.71,0.1465,0.1253,0.0162,-0.1921,-0.1184,-0.1991,-0.2288,-0.2260
32.726,0.0,0.0,nan,nan,0,0,0,0.960,125.22,0.1191,0.1271,0.0351,-0.1706,-0.1132,-0.1936,-0.2236,-0.2205
32.777,0.0,0.0,nan,nan,0,0,0,0.960,125.25,0.1150,0.1176,0.0297,-0.1617,-0.1109,-0.1916,-0.2213,-0.2185
32.827,0.0,0.0,nan,nan,0,0,0,0.960,125.46,0.1024,0.1197,0.0381,-0.1529,-0.1106,-0.1899,-0.2210,-0.2168
32.877,0.0,0.0,nan,nan,0,0,0,0.940,125.58,0.0945,0.1276,0.0488,-0.1511,-0.1112,-0.1876,-0.2216,-0.2145
32.927,0.0,0.0,nan,nan,0,0,0,0.940,125.51,0.0858,0.1378,0.0623,-0.1499,-0.1112,-0.1843,-0.2217,-0.2112
32.977,0.0,0.0,nan,nan,0,0,0,0.950,125.30,0.0793,0.1468,0.0740,-0.1495,-0.1111,-0.1808,-0.2216,-0.2077
